locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEDHOCC_01566	CDS	234				hypothetical protein
LCEDHOCC_01567	gene	573	ppsA			
LCEDHOCC_01567	CDS	573	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
LCEDHOCC_01568	gene	345				
LCEDHOCC_01568	CDS	345			COG3039	IS5 family transposase ISNemu1B
LCEDHOCC_01569	gene	321				
LCEDHOCC_01569	CDS	321			COG3039	IS5 family transposase ISNemu1B
LCEDHOCC_01570	gene	780	budC			
LCEDHOCC_01570	CDS	780	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
LCEDHOCC_01571	gene	273				
LCEDHOCC_01571	CDS	273				hypothetical protein
LCEDHOCC_01572	gene	222				
LCEDHOCC_01572	CDS	222				hypothetical protein
LCEDHOCC_01573	gene	219				
LCEDHOCC_01573	CDS	219				hypothetical protein
LCEDHOCC_01574	gene	684				
LCEDHOCC_01574	CDS	684				hypothetical protein
LCEDHOCC_01575	gene	579				
LCEDHOCC_01575	CDS	579				hypothetical protein
LCEDHOCC_01576	gene	321	mtnN			
LCEDHOCC_01576	CDS	321	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
LCEDHOCC_01577	gene	219				
LCEDHOCC_01577	CDS	219				hypothetical protein
LCEDHOCC_01578	gene	513				
LCEDHOCC_01578	CDS	513				hypothetical protein
LCEDHOCC_01579	gene	786	penA_2			
LCEDHOCC_01579	CDS	786	penA_2	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PenA
LCEDHOCC_01580	gene	252				
LCEDHOCC_01580	CDS	252				hypothetical protein
LCEDHOCC_01581	gene	432				
LCEDHOCC_01581	CDS	432				hypothetical protein
LCEDHOCC_01582	gene	732				
LCEDHOCC_01582	CDS	732				hypothetical protein
LCEDHOCC_01583	gene	729				
LCEDHOCC_01583	CDS	729				hypothetical protein
LCEDHOCC_01584	gene	747				
LCEDHOCC_01584	CDS	747				hypothetical protein
LCEDHOCC_01585	gene	1158				
LCEDHOCC_01585	CDS	1158				hypothetical protein
LCEDHOCC_01586	gene	279				
LCEDHOCC_01586	CDS	279				hypothetical protein
LCEDHOCC_01587	gene	282				
LCEDHOCC_01587	CDS	282				hypothetical protein
LCEDHOCC_01588	gene	1134				
LCEDHOCC_01588	CDS	1134				hypothetical protein
LCEDHOCC_01589	gene	1662				
LCEDHOCC_01589	CDS	1662		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
LCEDHOCC_01590	gene	618				
LCEDHOCC_01590	CDS	618				hypothetical protein
LCEDHOCC_01591	gene	642				
LCEDHOCC_01591	CDS	642				hypothetical protein
LCEDHOCC_01592	gene	1137				
LCEDHOCC_01592	CDS	1137				hypothetical protein
LCEDHOCC_01593	gene	324	mltB			
LCEDHOCC_01593	CDS	324	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
LCEDHOCC_01594	gene	720				
LCEDHOCC_01594	CDS	720				hypothetical protein
LCEDHOCC_01595	gene	423				
LCEDHOCC_01595	CDS	423				hypothetical protein
LCEDHOCC_01596	gene	402				
LCEDHOCC_01596	CDS	402				hypothetical protein
LCEDHOCC_01597	gene	336	ybaB			
LCEDHOCC_01597	CDS	336	ybaB		COG0718	Nucleoid-associated protein YbaB
LCEDHOCC_01598	gene	1197				
LCEDHOCC_01598	CDS	1197				hypothetical protein
LCEDHOCC_01599	gene	1272	pheT			
LCEDHOCC_01599	CDS	1272	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
LCEDHOCC_01600	gene	303	ihfA			
LCEDHOCC_01600	CDS	303	ihfA		COG0776	Integration host factor subunit alpha
LCEDHOCC_01601	gene	1350	cysS			
LCEDHOCC_01601	CDS	1350	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
LCEDHOCC_01602	gene	267				
LCEDHOCC_01602	CDS	267				hypothetical protein
LCEDHOCC_01603	gene	510	dsbE			
LCEDHOCC_01603	CDS	510	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
LCEDHOCC_01604	gene	76				
LCEDHOCC_01604	tRNA	76				tRNA-Lys(ttt)
LCEDHOCC_01605	gene	480				
LCEDHOCC_01605	CDS	480				hypothetical protein
LCEDHOCC_01606	gene	387	glpE_2			
LCEDHOCC_01606	CDS	387	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LCEDHOCC_01607	gene	768	fhuE			
LCEDHOCC_01607	CDS	768	fhuE		COG4773	FhuE receptor
LCEDHOCC_01608	gene	1164	porA			
LCEDHOCC_01608	CDS	1164	porA			Major outer membrane protein P.IA
LCEDHOCC_01609	gene	285	dut_2			
LCEDHOCC_01609	CDS	285	dut_2	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
LCEDHOCC_01610	gene	1188	dapL_2			
LCEDHOCC_01610	CDS	1188	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
LCEDHOCC_01611	gene	1071	ampG			
LCEDHOCC_01611	CDS	1071	ampG		COG0477	Anhydromuropeptide permease
LCEDHOCC_01612	gene	276				
LCEDHOCC_01612	CDS	276				hypothetical protein
LCEDHOCC_01613	gene	378				
LCEDHOCC_01613	CDS	378				hypothetical protein
LCEDHOCC_01614	gene	456				
LCEDHOCC_01614	CDS	456				hypothetical protein
LCEDHOCC_01615	gene	282				
LCEDHOCC_01615	CDS	282				hypothetical protein
LCEDHOCC_01616	gene	198				
LCEDHOCC_01616	CDS	198				hypothetical protein
LCEDHOCC_01617	gene	1194				
LCEDHOCC_01617	CDS	1194				hypothetical protein
LCEDHOCC_01618	gene	1143				
LCEDHOCC_01618	CDS	1143				hypothetical protein
LCEDHOCC_01619	gene	165				
LCEDHOCC_01619	CDS	165				hypothetical protein
LCEDHOCC_01620	gene	1170	metK			
LCEDHOCC_01620	CDS	1170	metK	2.5.1.6		S-adenosylmethionine synthase
LCEDHOCC_01621	gene	780	fpr_1			
LCEDHOCC_01621	CDS	780	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
LCEDHOCC_01622	gene	753				
LCEDHOCC_01622	CDS	753				hypothetical protein
LCEDHOCC_01623	gene	672				
LCEDHOCC_01623	CDS	672				hypothetical protein
LCEDHOCC_01624	gene	483				
LCEDHOCC_01624	CDS	483				hypothetical protein
LCEDHOCC_01625	gene	162				
LCEDHOCC_01625	CDS	162				hypothetical protein
LCEDHOCC_01626	gene	1272	purD			
LCEDHOCC_01626	CDS	1272	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LCEDHOCC_01627	gene	183				
LCEDHOCC_01627	CDS	183				hypothetical protein
LCEDHOCC_01628	gene	780				
LCEDHOCC_01628	CDS	780				hypothetical protein
LCEDHOCC_01629	gene	624	lolA			
LCEDHOCC_01629	CDS	624	lolA		COG2834	Outer-membrane lipoprotein carrier protein
LCEDHOCC_01630	gene	378				
LCEDHOCC_01630	CDS	378				hypothetical protein
LCEDHOCC_01631	gene	156	alaS_2			
LCEDHOCC_01631	CDS	156	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
LCEDHOCC_01632	gene	639				
LCEDHOCC_01632	CDS	639				hypothetical protein
LCEDHOCC_01633	gene	681	trmO			
LCEDHOCC_01633	CDS	681	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
LCEDHOCC_01634	gene	405				
LCEDHOCC_01634	CDS	405				hypothetical protein
LCEDHOCC_01635	gene	426				
LCEDHOCC_01635	CDS	426				hypothetical protein
LCEDHOCC_01636	gene	603				
LCEDHOCC_01636	CDS	603				hypothetical protein
LCEDHOCC_01637	gene	396				
LCEDHOCC_01637	CDS	396				hypothetical protein
LCEDHOCC_01638	gene	183				
LCEDHOCC_01638	CDS	183				hypothetical protein
LCEDHOCC_01639	gene	687				
LCEDHOCC_01639	CDS	687				hypothetical protein
LCEDHOCC_01640	gene	195				
LCEDHOCC_01640	CDS	195				hypothetical protein
LCEDHOCC_01641	gene	711	rsmI_1			
LCEDHOCC_01641	CDS	711	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
LCEDHOCC_01642	gene	591	yceF			
LCEDHOCC_01642	CDS	591	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
LCEDHOCC_01643	gene	1422	glnS			
LCEDHOCC_01643	CDS	1422	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
LCEDHOCC_01644	gene	756				
LCEDHOCC_01644	CDS	756			COG3039	IS5 family transposase IS1106
LCEDHOCC_01645	gene	360				
LCEDHOCC_01645	CDS	360			COG3039	IS5 family transposase ISNme1
LCEDHOCC_01646	gene	192	apxIB			
LCEDHOCC_01646	CDS	192	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
LCEDHOCC_01647	gene	225	pilE_1			
LCEDHOCC_01647	CDS	225	pilE_1		COG4969	Fimbrial protein
LCEDHOCC_01648	gene	249	pilE_2			
LCEDHOCC_01648	CDS	249	pilE_2			Fimbrial protein
LCEDHOCC_01649	gene	330	fbp_2			
LCEDHOCC_01649	CDS	330	fbp_2	5.2.1.8	COG0545	FK506-binding protein
LCEDHOCC_01650	gene	219				
LCEDHOCC_01650	CDS	219				hypothetical protein
LCEDHOCC_01651	gene	189				
LCEDHOCC_01651	CDS	189				hypothetical protein
LCEDHOCC_01652	gene	1545	infB_1			
LCEDHOCC_01652	CDS	1545	infB_1		COG0532	Translation initiation factor IF-2
LCEDHOCC_01653	gene	1545	infB_2			
LCEDHOCC_01653	CDS	1545	infB_2		COG0532	Translation initiation factor IF-2
LCEDHOCC_01654	gene	324	hisE			
LCEDHOCC_01654	CDS	324	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
LCEDHOCC_01655	gene	1065	gutB			
LCEDHOCC_01655	CDS	1065	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
LCEDHOCC_01656	gene	513	proB			
LCEDHOCC_01656	CDS	513	proB	2.7.2.11		Glutamate 5-kinase
LCEDHOCC_01657	gene	321				
LCEDHOCC_01657	CDS	321				hypothetical protein
LCEDHOCC_01658	gene	876	xerD			
LCEDHOCC_01658	CDS	876	xerD		COG4974	Tyrosine recombinase XerD
LCEDHOCC_01659	gene	441	bcp			
LCEDHOCC_01659	CDS	441	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
LCEDHOCC_01660	gene	399				
LCEDHOCC_01660	CDS	399				hypothetical protein
LCEDHOCC_01661	gene	567				
LCEDHOCC_01661	CDS	567				hypothetical protein
LCEDHOCC_01662	gene	972				
LCEDHOCC_01662	CDS	972				hypothetical protein
LCEDHOCC_01663	gene	189				
LCEDHOCC_01663	CDS	189				hypothetical protein
LCEDHOCC_01664	gene	795				
LCEDHOCC_01664	CDS	795				hypothetical protein
LCEDHOCC_01665	gene	237				
LCEDHOCC_01665	CDS	237				hypothetical protein
LCEDHOCC_01666	gene	687	nqrA			
LCEDHOCC_01666	CDS	687	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
LCEDHOCC_01667	gene	201				
LCEDHOCC_01667	CDS	201				hypothetical protein
LCEDHOCC_01668	gene	201				
LCEDHOCC_01668	CDS	201				hypothetical protein
LCEDHOCC_01669	gene	1434	ccoN1			
LCEDHOCC_01669	CDS	1434	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
LCEDHOCC_01670	gene	1416				
LCEDHOCC_01670	CDS	1416				hypothetical protein
LCEDHOCC_01671	gene	762	hslO			
LCEDHOCC_01671	CDS	762	hslO		COG1281	33 kDa chaperonin
LCEDHOCC_01672	gene	810				
LCEDHOCC_01672	CDS	810			COG2239	Magnesium transporter MgtE
LCEDHOCC_01673	gene	1461	polA			
LCEDHOCC_01673	CDS	1461	polA	2.7.7.7	COG0258	DNA polymerase I
LCEDHOCC_01674	gene	180	rpmF			
LCEDHOCC_01674	CDS	180	rpmF		COG0333	50S ribosomal protein L32
LCEDHOCC_01675	gene	528	gpt			
LCEDHOCC_01675	CDS	528	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
LCEDHOCC_01676	gene	621				
LCEDHOCC_01676	CDS	621				hypothetical protein
LCEDHOCC_01677	gene	903	cysNC			
LCEDHOCC_01677	CDS	903	cysNC		COG0529	Bifunctional enzyme CysN/CysC
LCEDHOCC_01678	gene	237				
LCEDHOCC_01678	CDS	237			COG2350	putative protein
LCEDHOCC_01679	gene	279				
LCEDHOCC_01679	CDS	279				hypothetical protein
LCEDHOCC_01680	gene	867				
LCEDHOCC_01680	CDS	867		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
LCEDHOCC_01681	gene	696	spuD			
LCEDHOCC_01681	CDS	696	spuD		COG0687	Putrescine-binding periplasmic protein SpuD
LCEDHOCC_01682	gene	744	copA_2			
LCEDHOCC_01682	CDS	744	copA_2	7.2.2.8		putative copper-importing P-type ATPase A
LCEDHOCC_01683	gene	273	fpr_2			
LCEDHOCC_01683	CDS	273	fpr_2	1.18.1.2	COG1018	Ferredoxin--NADP reductase
LCEDHOCC_01684	gene	93				
LCEDHOCC_01684	CDS	93				hypothetical protein
LCEDHOCC_01685	gene	1536				
LCEDHOCC_01685	CDS	1536				hypothetical protein
LCEDHOCC_01686	gene	666	piiC_1			
LCEDHOCC_01686	CDS	666	piiC_1			Outer membrane protein P.IIC
LCEDHOCC_01687	gene	210				
LCEDHOCC_01687	CDS	210				hypothetical protein
LCEDHOCC_01688	gene	558	ydjA			
LCEDHOCC_01688	CDS	558	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
LCEDHOCC_01689	gene	501				
LCEDHOCC_01689	CDS	501				hypothetical protein
LCEDHOCC_01690	gene	834				
LCEDHOCC_01690	CDS	834				hypothetical protein
LCEDHOCC_01691	gene	264				
LCEDHOCC_01691	CDS	264				hypothetical protein
LCEDHOCC_01692	gene	261				
LCEDHOCC_01692	CDS	261				hypothetical protein
LCEDHOCC_01693	gene	795	thyA			
LCEDHOCC_01693	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
LCEDHOCC_01694	gene	1428				
LCEDHOCC_01694	CDS	1428				hypothetical protein
LCEDHOCC_01695	gene	999	porB			
LCEDHOCC_01695	CDS	999	porB			Major outer membrane protein P.IB
LCEDHOCC_01696	gene	1464	icd			
LCEDHOCC_01696	CDS	1464	icd	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
LCEDHOCC_01697	gene	450				
LCEDHOCC_01697	CDS	450				hypothetical protein
LCEDHOCC_01698	gene	423				
LCEDHOCC_01698	CDS	423				hypothetical protein
LCEDHOCC_01699	gene	408				
LCEDHOCC_01699	CDS	408				hypothetical protein
LCEDHOCC_01700	gene	732				
LCEDHOCC_01700	CDS	732				hypothetical protein
LCEDHOCC_01701	gene	426				
LCEDHOCC_01701	CDS	426				hypothetical protein
LCEDHOCC_01702	gene	888				
LCEDHOCC_01702	CDS	888				hypothetical protein
LCEDHOCC_01703	gene	837				
LCEDHOCC_01703	CDS	837				hypothetical protein
LCEDHOCC_01704	gene	885				
LCEDHOCC_01704	CDS	885				hypothetical protein
LCEDHOCC_01705	gene	567				
LCEDHOCC_01705	CDS	567				hypothetical protein
LCEDHOCC_01706	gene	435	nosD_2			
LCEDHOCC_01706	CDS	435	nosD_2			putative ABC transporter binding protein NosD
LCEDHOCC_01707	gene	579	nosD_3			
LCEDHOCC_01707	CDS	579	nosD_3			putative ABC transporter binding protein NosD
LCEDHOCC_01708	gene	267				
LCEDHOCC_01708	CDS	267				hypothetical protein
LCEDHOCC_01709	gene	915				
LCEDHOCC_01709	CDS	915				hypothetical protein
LCEDHOCC_01710	gene	318				
LCEDHOCC_01710	CDS	318				hypothetical protein
LCEDHOCC_01711	gene	615				
LCEDHOCC_01711	CDS	615				hypothetical protein
LCEDHOCC_01712	gene	990	ansA			
LCEDHOCC_01712	CDS	990	ansA	3.5.1.1	COG0252	L-asparaginase 1
LCEDHOCC_01713	gene	915				
LCEDHOCC_01713	CDS	915				hypothetical protein
LCEDHOCC_01714	gene	324	argS			
LCEDHOCC_01714	CDS	324	argS	6.1.1.19		Arginine--tRNA ligase
LCEDHOCC_01715	gene	825	ligA_2			
LCEDHOCC_01715	CDS	825	ligA_2	6.5.1.1		DNA ligase
LCEDHOCC_01716	gene	564	hpt			
LCEDHOCC_01716	CDS	564	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
LCEDHOCC_01717	gene	774	glpR			
LCEDHOCC_01717	CDS	774	glpR		COG1349	Glycerol-3-phosphate regulon repressor
LCEDHOCC_01718	gene	792	lysO			
LCEDHOCC_01718	CDS	792	lysO		COG2431	Lysine exporter LysO
LCEDHOCC_01719	gene	1158	petB			
LCEDHOCC_01719	CDS	1158	petB		COG1290	Cytochrome b
LCEDHOCC_01720	gene	321				
LCEDHOCC_01720	CDS	321				hypothetical protein
LCEDHOCC_01721	gene	1434	davD_2			
LCEDHOCC_01721	CDS	1434	davD_2	1.2.1.-	COG1012	Glutarate-semialdehyde dehydrogenase
LCEDHOCC_01722	gene	1038	ldhA			
LCEDHOCC_01722	CDS	1038	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
LCEDHOCC_01723	gene	321	prfA			
LCEDHOCC_01723	CDS	321	prfA		COG0216	Peptide chain release factor RF1
LCEDHOCC_01724	gene	729	rmpM			
LCEDHOCC_01724	CDS	729	rmpM		COG2885	Outer membrane protein class 4
LCEDHOCC_01725	gene	276				
LCEDHOCC_01725	CDS	276				hypothetical protein
LCEDHOCC_01726	gene	252				
LCEDHOCC_01726	CDS	252				hypothetical protein
LCEDHOCC_01727	gene	312				
LCEDHOCC_01727	CDS	312				hypothetical protein
LCEDHOCC_01728	gene	351				
LCEDHOCC_01728	CDS	351				hypothetical protein
LCEDHOCC_01729	gene	843				
LCEDHOCC_01729	CDS	843		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
LCEDHOCC_01730	gene	1266	rocG			
LCEDHOCC_01730	CDS	1266	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
LCEDHOCC_01731	gene	237	atpB			
LCEDHOCC_01731	CDS	237	atpB		COG0356	ATP synthase subunit a
LCEDHOCC_01732	gene	237	atpH			
LCEDHOCC_01732	CDS	237	atpH			ATP synthase subunit c
LCEDHOCC_01733	gene	471	atpF			
LCEDHOCC_01733	CDS	471	atpF		COG0711	ATP synthase subunit b
LCEDHOCC_01734	gene	693				
LCEDHOCC_01734	CDS	693				hypothetical protein
LCEDHOCC_01735	gene	498				
LCEDHOCC_01735	CDS	498				hypothetical protein
LCEDHOCC_01736	gene	351				
LCEDHOCC_01736	CDS	351				hypothetical protein
LCEDHOCC_01737	gene	672				
LCEDHOCC_01737	CDS	672				hypothetical protein
LCEDHOCC_01738	gene	1080	aroB			
LCEDHOCC_01738	CDS	1080	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
LCEDHOCC_01739	gene	390				
LCEDHOCC_01739	CDS	390				hypothetical protein
LCEDHOCC_01740	gene	579	pth			
LCEDHOCC_01740	CDS	579	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
LCEDHOCC_01741	gene	207				
LCEDHOCC_01741	CDS	207				hypothetical protein
LCEDHOCC_01742	gene	363				
LCEDHOCC_01742	CDS	363				hypothetical protein
LCEDHOCC_01743	gene	486				
LCEDHOCC_01743	CDS	486				hypothetical protein
LCEDHOCC_01744	gene	486				
LCEDHOCC_01744	CDS	486				hypothetical protein
LCEDHOCC_01745	gene	85				
LCEDHOCC_01745	tRNA	85				tRNA-Leu(tag)
LCEDHOCC_01746	gene	678				
LCEDHOCC_01746	CDS	678				hypothetical protein
LCEDHOCC_01747	gene	801	zitB			
LCEDHOCC_01747	CDS	801	zitB			Zinc transporter ZitB
LCEDHOCC_01748	gene	777	tcdA			
LCEDHOCC_01748	CDS	777	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
LCEDHOCC_01749	gene	246				
LCEDHOCC_01749	CDS	246				hypothetical protein
LCEDHOCC_01750	gene	1149				
LCEDHOCC_01750	CDS	1149				hypothetical protein
LCEDHOCC_01751	gene	279				
LCEDHOCC_01751	CDS	279				hypothetical protein
LCEDHOCC_01752	gene	405				
LCEDHOCC_01752	CDS	405				hypothetical protein
LCEDHOCC_01753	gene	564				
LCEDHOCC_01753	CDS	564				hypothetical protein
LCEDHOCC_01754	gene	177				
LCEDHOCC_01754	CDS	177				hypothetical protein
LCEDHOCC_01755	gene	1071	leuB_2			
LCEDHOCC_01755	CDS	1071	leuB_2	1.1.1.85		3-isopropylmalate dehydrogenase
LCEDHOCC_01756	gene	333				
LCEDHOCC_01756	CDS	333				hypothetical protein
LCEDHOCC_01757	gene	297				
LCEDHOCC_01757	CDS	297				hypothetical protein
LCEDHOCC_01758	gene	1170				
LCEDHOCC_01758	CDS	1170				hypothetical protein
LCEDHOCC_01759	gene	405				
LCEDHOCC_01759	CDS	405				hypothetical protein
LCEDHOCC_01760	gene	654	ppx			
LCEDHOCC_01760	CDS	654	ppx	3.6.1.11	COG0248	Exopolyphosphatase
LCEDHOCC_01761	gene	324				
LCEDHOCC_01761	CDS	324				hypothetical protein
LCEDHOCC_01762	gene	171				
LCEDHOCC_01762	CDS	171				hypothetical protein
LCEDHOCC_01763	gene	669	piiC_2			
LCEDHOCC_01763	CDS	669	piiC_2			Outer membrane protein P.IIC
LCEDHOCC_01764	gene	1431	acnB			
LCEDHOCC_01764	CDS	1431	acnB	4.2.1.3	COG1049	Aconitate hydratase B
LCEDHOCC_01765	gene	402				
LCEDHOCC_01765	CDS	402				hypothetical protein
LCEDHOCC_01766	gene	414				
LCEDHOCC_01766	CDS	414				hypothetical protein
LCEDHOCC_01767	gene	417				
LCEDHOCC_01767	CDS	417				hypothetical protein
LCEDHOCC_01768	gene	186				
LCEDHOCC_01768	CDS	186				hypothetical protein
LCEDHOCC_01769	gene	420				
LCEDHOCC_01769	CDS	420				hypothetical protein
LCEDHOCC_01770	gene	297				
LCEDHOCC_01770	CDS	297				hypothetical protein
LCEDHOCC_01771	gene	381				
LCEDHOCC_01771	CDS	381				hypothetical protein
LCEDHOCC_01772	gene	441				
LCEDHOCC_01772	CDS	441				hypothetical protein
LCEDHOCC_01773	gene	825	acrE			
LCEDHOCC_01773	CDS	825	acrE			Multidrug export protein AcrE
LCEDHOCC_01774	gene	648				
LCEDHOCC_01774	CDS	648				hypothetical protein
LCEDHOCC_01775	gene	465				
LCEDHOCC_01775	CDS	465				hypothetical protein
LCEDHOCC_01776	gene	237	hflX			
LCEDHOCC_01776	CDS	237	hflX			GTPase HflX
LCEDHOCC_01777	gene	354				
LCEDHOCC_01777	CDS	354				hypothetical protein
LCEDHOCC_01778	gene	570				
LCEDHOCC_01778	CDS	570				hypothetical protein
LCEDHOCC_01779	gene	522				
LCEDHOCC_01779	CDS	522				hypothetical protein
LCEDHOCC_01780	gene	717				
LCEDHOCC_01780	CDS	717				hypothetical protein
LCEDHOCC_01781	gene	279				
LCEDHOCC_01781	CDS	279				hypothetical protein
LCEDHOCC_01782	gene	318				
LCEDHOCC_01782	CDS	318				hypothetical protein
LCEDHOCC_01783	gene	396				
LCEDHOCC_01783	CDS	396				hypothetical protein
LCEDHOCC_01784	gene	450				
LCEDHOCC_01784	CDS	450				hypothetical protein
LCEDHOCC_01785	gene	309				
LCEDHOCC_01785	CDS	309				hypothetical protein
LCEDHOCC_01786	gene	207				
LCEDHOCC_01786	CDS	207				hypothetical protein
LCEDHOCC_01787	gene	327				
LCEDHOCC_01787	CDS	327				hypothetical protein
LCEDHOCC_01788	gene	1242	bacA_2			
LCEDHOCC_01788	CDS	1242	bacA_2		COG4178	Vitamin B12 transport ATP-binding protein BacA
LCEDHOCC_01789	gene	309				
LCEDHOCC_01789	CDS	309				hypothetical protein
LCEDHOCC_01790	gene	810	zupT			
LCEDHOCC_01790	CDS	810	zupT		COG0428	Zinc transporter ZupT
LCEDHOCC_01791	gene	390	dadA			
LCEDHOCC_01791	CDS	390	dadA	1.4.99.-	COG0665	D-amino acid dehydrogenase
LCEDHOCC_01792	gene	252				
LCEDHOCC_01792	CDS	252				hypothetical protein
LCEDHOCC_01793	gene	711				
LCEDHOCC_01793	CDS	711				hypothetical protein
LCEDHOCC_01794	gene	420				
LCEDHOCC_01794	CDS	420				hypothetical protein
LCEDHOCC_01795	gene	780	rsmA			
LCEDHOCC_01795	CDS	780	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
LCEDHOCC_01796	gene	492				
LCEDHOCC_01796	CDS	492				hypothetical protein
LCEDHOCC_01797	gene	594	gmhA			
LCEDHOCC_01797	CDS	594	gmhA	5.3.1.28		Phosphoheptose isomerase
LCEDHOCC_01798	gene	348				
LCEDHOCC_01798	CDS	348				hypothetical protein
LCEDHOCC_01799	gene	213				
LCEDHOCC_01799	CDS	213				hypothetical protein
LCEDHOCC_01800	gene	195				
LCEDHOCC_01800	CDS	195				hypothetical protein
LCEDHOCC_01801	gene	294				
LCEDHOCC_01801	CDS	294				hypothetical protein
LCEDHOCC_01802	gene	111				
LCEDHOCC_01802	CDS	111				hypothetical protein
LCEDHOCC_01803	gene	987				
LCEDHOCC_01803	CDS	987				hypothetical protein
LCEDHOCC_01804	gene	276				
LCEDHOCC_01804	CDS	276				hypothetical protein
LCEDHOCC_01805	gene	930	metR			
LCEDHOCC_01805	CDS	930	metR			HTH-type transcriptional regulator MetR
LCEDHOCC_01806	gene	462	recX			
LCEDHOCC_01806	CDS	462	recX		COG2137	Regulatory protein RecX
LCEDHOCC_01807	gene	708	gph_4			
LCEDHOCC_01807	CDS	708	gph_4	3.1.3.18	COG0546	Phosphoglycolate phosphatase
LCEDHOCC_01808	gene	267	piiC_3			
LCEDHOCC_01808	CDS	267	piiC_3			Outer membrane protein P.IIC
LCEDHOCC_01809	gene	1029				
LCEDHOCC_01809	CDS	1029				hypothetical protein
LCEDHOCC_01810	gene	690				
LCEDHOCC_01810	CDS	690				hypothetical protein
LCEDHOCC_01811	gene	306	zapA			
LCEDHOCC_01811	CDS	306	zapA			Cell division protein ZapA
LCEDHOCC_01812	gene	330				
LCEDHOCC_01812	CDS	330				hypothetical protein
LCEDHOCC_01813	gene	636	gpsA			
LCEDHOCC_01813	CDS	636	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
LCEDHOCC_01814	gene	861	glyS			
LCEDHOCC_01814	CDS	861	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
LCEDHOCC_01815	gene	249				
LCEDHOCC_01815	CDS	249				hypothetical protein
LCEDHOCC_01816	gene	807	ccsA_2			
LCEDHOCC_01816	CDS	807	ccsA_2			Cytochrome c biogenesis protein CcsA
LCEDHOCC_01817	gene	516				
LCEDHOCC_01817	CDS	516				hypothetical protein
LCEDHOCC_01818	gene	693				
LCEDHOCC_01818	CDS	693				hypothetical protein
LCEDHOCC_01819	gene	525				
LCEDHOCC_01819	CDS	525				hypothetical protein
LCEDHOCC_01820	gene	717	prtR			
LCEDHOCC_01820	CDS	717	prtR		COG2932	HTH-type transcriptional regulator PrtR
LCEDHOCC_01821	gene	516				
LCEDHOCC_01821	CDS	516				hypothetical protein
LCEDHOCC_01822	gene	879				
LCEDHOCC_01822	CDS	879				hypothetical protein
LCEDHOCC_01823	gene	279				
LCEDHOCC_01823	CDS	279				hypothetical protein
LCEDHOCC_01824	gene	714	mnmG			
LCEDHOCC_01824	CDS	714	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
LCEDHOCC_01825	gene	789				
